stock,tick
Trishakti Industries Ltd,TRIS
Triton Valves Ltd,TRITO
Triveni Engineering and Industries Ltd,TREI
Triveni Enterprises Ltd,TRI
Triveni Glass Ltd,TRIVE
Triveni Turbine Ltd,TRVT
Trucap Finance Ltd,DHA
Trust Fintech Ltd,TRU
Tube Investments of India Ltd,TBEI
Tulasee Bio-Ethanol Ltd,TULA
Tulive Developers Ltd,TUL
Tulsyan NEC Ltd,TNEC
Tuni Textile Mills Ltd,TUN
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUT
Twentyfirst Century Management Services Ltd,TWMS
Twin Roses Trades and Agencies Ltd,TWIR
Tyche Industries Ltd,TYC
Typhoon Financial Services Ltd,TFS
Tyroon Tea Co Ltd,TYR
U H Zaveri Ltd,UHZ
U Y Fincorp Ltd,UYF
U. P. Hotels Ltd,UPH
UCAL Ltd,UCAF
UCO Bank,UCBK
UFO Moviez India Ltd,UFOM
ULTRAMARINE & PIGMENTS Ltd,ULTR
UMA Exports Ltd,UMA
UNO Minda Ltd,MNDA
UPL Ltd,UPLL
UR Sugar Industries Ltd,YOG
USG Tech Solutions Ltd,USG
UTI Asset Management Company Ltd,UTI
UTI Gold Exchange Traded Fund,UTGF
UTI Nifty 10 yr Benchmark G-Sec ETF,NIFG
UTI Nifty 5 yr Benchmark G-Sec ETF,NIFGE
UTI Nifty 50 ETF,UTIN
UTI Nifty Bank ETF,UTIB
UTI Nifty IT ETF,NIFI
UTI Nifty Midcap 150 Exchange Traded Fund,NIFM
UTI Nifty Next 50 Exchange Traded Fund,UTII
UTI S&P BSE Sensex ETF,UTIS
UTI S&P BSE Sensex Next 50 Exchange Traded Fund,UTIP
UTI Silver Exchange Traded Fund,SILVT
UTL Industries Ltd,UTL
Udaipur Cement Works Ltd,JKU
Uday Jewellery Industries Ltd,UDA
Udayshivakumar Infra Ltd,USK
Uflex Ltd,UFLX
Ugar Sugar Works Ltd,UGSW
Ugro Capital Ltd,UGR
Ujaas Energy Ltd,UJAA
Ujjivan Financial Services Ltd,UJVF
Ujjivan Small Finance Bank Ltd,UJJI
Ultra Wiring Connectivity System Ltd,ULRA
UltraTech Cement Ltd,ULTC
Ultracab (India) Ltd,ULT
Uma Converter Ltd,UMU
Umang Dairies Ltd,UMDA
Umiya Tubes Ltd,UMI
Uni-Abex Alloy Products Ltd,UNIAB
Unichem Laboratories Ltd,UNLB
Unick Fix-A-Form And Printers Ltd,UNICK
Unifinz Capital India Ltd,SHW
Unihealth Consultancy Ltd,UNIHE
Uniinfo Telecom Services Ltd,UNNI
Unijolly Investments Company Ltd,UNIJ
Union Bank of India Ltd,UNBK
Union Quality Plastics Ltd,UNQ
Uniparts India Ltd,UNIP
Uniphos Enterprises Ltd,UNPH
Unique Organics Ltd,UNIQ
Uniroyal Industries Ltd,UNIR
Uniroyal Marine Exports Ltd,UNR
Unishire Urban Infra Ltd,UNI
Unison Metals Ltd,UNISO
Unistar Multimedia Ltd,UNIST
Unitech International Ltd,UNIT
Unitech Ltd,UNTE
United Breweries Ltd,UBBW
United Credit Ltd,UNITD
United Drilling Tools Ltd,UNID
United Interactive Ltd,UNITI
United Leasing & Industries Ltd,UNT
United Nilgiri Tea Estates Company Ltd,UNIL
United Polyfab Gujarat Ltd,UNTD
United Spirits Ltd,UNSP
United Textiles Ltd,UNITE
United Van Der Horst Ltd,UVD
Univa Foods Ltd,HOTR
Univastu India Ltd,UIVA
Universal Autofoundry Ltd,UNIA
Universal Cables Ltd,UNVR
Universal Office Automation Ltd,UNIO
Universal Starch Chem Allied Ltd,UNIVS
Universus Photo Imagings Ltd,UNIH
Unjha Formulations Ltd,UNJ
Updater Services Ltd,UDS
Upsurge Investment and Finance Ltd,UPS
Upsurge Seeds Of Agriculture Ltd,USA
Uravi T & Wedge Lamps Ltd,URAV
Urban Enviro Waste Management Ltd,URB
Urja Global Ltd,URJA
Usha Martin Education And Solutions Ltd,USME
Usha Martin Ltd,USBL
Ushakiran Finance Ltd,USHA
Ushanti Colour Chem Ltd,USHN
Utique Enterprises Ltd,APPL
Utkarsh Small Finance Bank Ltd,UTK
Uttam Galva Steels Ltd,UTTM
Uttam Sugar Mills Ltd,UTSM
V B Desai Financial Services Ltd,VBD
V Guard Industries Ltd,VGUA
V I P Industries Ltd,VIPI
V R Infraspace Ltd,VR
V-Marc India Ltd,VMA
V-mart Retail Ltd,VMAR
V2 Retail Ltd,VREL
VAMA Industries Ltd,VAMA
VB Industries Ltd,VBI
VCU Data Management Ltd,VCU
VERTEX Securities Ltd,VERT
VETO Switch Gears And Cables Ltd,VETO
VIP Clothing Ltd,VIPC
VJTF Eduservices Ltd,VJT
VL E-Governance & IT Solutions Ltd,VLE
VLS Finance Ltd,VLSF
VMS Industries Ltd,VMS
VR Films & Studios Ltd,VRF
VR Woodart Ltd,VRW
VRL Logistics Ltd,VRLL
VSF Projects Ltd,VSF
VST Industries Ltd,VSTI
VST Tillers Tractors Ltd,VST
VTM Ltd,VTM
VXL Instruments Ltd,VXL
Va Tech Wabag Ltd,VATE
Vaarad Ventures Ltd,VAA
Vadilal Enterprises Ltd,VADI
Vadilal Industries Ltd,VDLI
Vadivarhe Speciality Chemicals Ltd,VADV
Vaibhav Global Ltd,VAIB
Vaidya Sane Ayurved Laboratories Ltd,MADHA
Vaishali Pharma Ltd,VAIH
Vakrangee Limited,VAKR
Vaksons Automobiles Ltd,VAV
Valiant Communications Ltd,VALIA
Valiant Laboratories Ltd,VALIN
Valiant Organics Ltd,VALI
Vallabh Steels Ltd,VALLB
Valley Magnesite Company Ltd,VALL
Valor Estate Ltd,DBRL
Valson Industries Ltd,VALS
Vamshi Rubber Ltd,VAM
Vandana Knitwear Ltd,VAND
Vani Commercials Ltd,VANI
Vanta Bioscience Ltd,VAN
Vantage Knowledge Academy Ltd,VKA
Vapi Enterprise Ltd,VAP
Varanium Cloud Ltd,CLO
Vardhan Capital and Finance Ltd,VARDA
Vardhman Acrylics Ltd,VARD
Vardhman Concrete Ltd,VARDH
Vardhman Holdings Ltd,VRDM
Vardhman Polytex Ltd,VARP
Vardhman Special Steels Ltd,VARM
Vardhman Textiles Ltd,VART
Variman Global Enterprises Ltd,VAR
Varroc Engineering Ltd,VARE
Varun Beverages Ltd,VARB
Varun Mercantile Ltd,VARU
Varyaa Creations Ltd,VARY
Vasa Denticity Ltd,DENT
Vasa Retail and Overseas Ltd,VASA
Vascon Engineers Ltd,VASC
Vashu Bhagnani Industries Ltd,POOJ
Vasudhagama Enterprises Ltd,OZO
Vasundhara Rasayans Ltd,VRL
Vaswani Industries Ltd,VASW
Vaxfab Enterprises Ltd,ELL
Vaxtex Cotfab Ltd,VATX
Vedant Asset Ltd,VEDA
Vedant Fashions Ltd,MANY
Vedanta Ltd,VDAN
Vedavaag Systems Ltd,VED
Veefin Solutions Ltd,VEEF
Veejay Lakshmi Engineering Works Ltd,VJL
Veekayem Fashion & Apparels Ltd,VEEK
Veer Energy & Infrastructure Ltd,VEE
Veer Global Infraconstruction Ltd,VGI
Veeram Securities Ltd,VSL
Veerhealth Care Ltd,NIYA
Veerkrupa Jewellers Ltd,VEER
Velan Hotels Ltd,VELH
Veljan Denison Ltd,VEL
Velox Industries Ltd,ZKH
Vels Film International Ltd,VELS
Venky's (India) Ltd,VENK
Venlon Enterprises Ltd,VENL
Ventura Guaranty Ltd,SHYAM
Ventura Textiles Ltd,VENT
Venus Pipes and Tubes Ltd,VENUS
Venus Remedies Ltd,VENR
Vera Synthetic Ltd,VERA
Veranda Learning Solutions Ltd,VERAN
Veritas (India) Ltd,VER
Vertexplus Technologies Ltd,VERTE
Vertoz Advertising Ltd,VERZ
Vesuvius India Ltd,VESU
Viaan Industries Ltd,VIA
Viaz Tyres Ltd,VIAZ
Vibhor Steel Tubes Ltd,VSTL
Vibrant Global Capital Ltd,VGC
Viceroy Hotels Ltd,VICE
Vidhi Specialty Food Ingredients Ltd,VIDH
Vidli Restaurants Ltd,VID
Vijay Solvex Ltd,VIJ
Vijay Textiles Ltd,VIJA
Vijaya Diagnostic Centre Ltd,VIJAY
Viji Finance Ltd,VIJI
Vikalp Securities Ltd,VIKA
Vikas Ecotech Ltd,VIEC
Vikas Lifecare Ltd,VIKM
Vikas Proppant & Granite Ltd,VIKS
Vikas WSP Ltd,VWSP
Vikram Thermo (India) Ltd,VIKR
Viksit Engineering Ltd,VIK
Vilin Bio Med Ltd,VIL
Vimta Labs Ltd,VIML
Vinati Organics Ltd,VNTI
Vinayak Polycon International Ltd,VIN
Vindhya Telelinks Ltd,VNDY
Vineet Laboratories Ltd,VINE
Vinny Overseas Ltd,VINN
Vinsys IT Services India Ltd,VINS
Vintage Coffee and Beverages Ltd,SPAC
Vintage Securities Ltd,VINT
Vintron Informatics Ltd,VINTR
Vinyas Innovative Technologies Ltd,VINYA
Vinyl Chemicals (India) Ltd,VNYL
Vinyoflex Ltd,VINY
Vippy Spinpro Ltd,VIPP
Vipul Ltd,VIPL
Vipul Organics Ltd,VIP
Virat Crane Industries Ltd,VIRAT
Virat Industries Ltd,VIRA
Virat Leasing Ltd,VLL
Virgo Global Ltd,VIRG
Virinchi Ltd,VIRI
Virtual Global Education Ltd,VIR
Virtuoso Optoelectronics Ltd,VOE
Virya Resources Ltd,GYT
Visa Steel Ltd,VISA
Visagar Financial Services Ltd,VISAG
Visagar Polytex Ltd,VIPO
Visaka Industries Ltd,VSKI
Visco Trade Associates Ltd,VIS
Vishal Bearings Ltd,VISH
Vishal Fabrics Ltd,VIFA
Vishnu Chemicals Ltd,VICH
Vishnu Prakash R Punglia Ltd,VPR
Vishnusurya Projects and Infra Ltd,VISHN
Vishvprabha Ventures Ltd,VISV
Vishwaraj Sugar Industries Ltd,VNSS
Vishwas Agri Seeds Ltd,VISHW
Vision Cinemas Ltd,VISIO
Vision Corporation Ltd,VISI
Vista Pharmaceuticals Ltd,VISTA
Vistar Amar Ltd,VIST
Vital Chemtech Ltd,VITAL
Vivaa Tradecom Ltd,VIVAA
Vivanta Industries Ltd,VIVA
Vivanza Biosciences Ltd,VIVAN
Viviana Power Tech Ltd,VIVIA
Vivid Global Industries Ltd,VIVI
Vivid Mercantile Ltd,VIV
Vivo Bio Tech Ltd,VIVO
Vivo Collaboration Solutions Ltd,VIVV
Vodafone Idea Ltd,VODA
Voith Paper Fabrics India Ltd,PORR
Voltaire Leasing and Finance Ltd,VOL
Voltamp Transformers Ltd,VOTL
Voltas Ltd,VOLT
Vruddhi Engineering Works Ltd,VRU
Vrundavan Plantation Ltd,VPL
Vsd Confin Ltd,VSD
W H Brady & Company Ltd,WHB
W S Industries (India) Ltd,WSIN
WAA Solar Ltd,WAA
WINPRO INDUSTRIES LIMITED,JUMP
WPIL Ltd,WPI
WSFx Global Pay Ltd,WSF
Waaree Renewable Technologies Ltd,SAR
Waaree Technologies Ltd,WAAR
Wagend Infra Venture Ltd,WAG
Walchand Peoplefirst Ltd,WALCH
Walchandnagar Industries Ltd,WALC
Wallfort Financial Services Ltd,WAL
Walpar Nutritions Ltd,WALP
Wanbury Ltd,WANB
Wardwizard Foods and Beverages Ltd,VEG
Wardwizard Healthcare Ltd,AYO
Wardwizard Innovations & Mobility Ltd,WAR
Warren Tea Ltd,WARR
Waterbase Ltd,WTRB
We Win Ltd,WEWI
WeP Solutions Ltd,WEP
Wealth First Portfolio Managers Ltd,WEAL
Web Element Solutions Ltd,WEB
Websol Energy System Ltd,WESL
Weizmann Limited,WEIZ
Welcast Steels Ltd,ZWE
Welcure Drugs and Pharmaceuticals Ltd,WELCU
Welspun Corp Ltd,WGSR
Welspun Enterprises Ltd,WELS
Welspun Investments and Commercials Ltd,WICL
Welspun Living Ltd,WLSP
Welspun Specialty Solutions Ltd,REMI
Welterman International Ltd,WELT
Wendt (India) Limited,WNDT
West Coast Paper Mills Ltd,WSTC
West Leisure Resorts Ltd,WES
Western India Plywoods Ltd,WEIP
Western Ministil Ltd,WMI
Westlife Foodworld Ltd,WEST
Wheels India Ltd,WHEL
Wherrelz IT Solutions Ltd,WIT
Whirlpool of India Ltd,WHIR
White Organic Agro Ltd,WHI
White Organic Retail Ltd,WOR
Whitehall Commercial Company Ltd,WHITH
Williamson Magor and Co Ltd,WILM
Wim Plast Ltd,WIM
Windlas Biotech Ltd,WINDL
Windsor Machines Ltd,WIND
Winro Commercial (India) Ltd,WINR
Winsome Breweries Ltd,WINSO
Winsome Textile Industries Ltd,WINS
Winsome Yarns Ltd,WINY
Wipro Ltd,WIPR
Wires and Fabriks (SA) Ltd,WIR
Wise Travel India Ltd,WTI
Wockhardt Ltd,WCKH
Womancart Ltd,WOMA
Wonder Electricals Ltd,WOND
Wonderla Holidays Ltd,WOHL
Worldwide Aluminium Limited,WWA
Worth Investment & Trading Co Ltd,WORT
Worth Peripherals Ltd,WORP
Xchanging Solutions Ltd,XCHA
Xelpmoc Design and Tech Ltd,XELP
Xpro India Ltd,XPRO
Xtglobal Infotech Ltd,XTG
Yaan Enterprises Ltd,CRO
Yaari Digital Integrated Services Ltd,IIAB
Yamini Investments Company Ltd,YAM
Yamuna Syndicate Ltd,YSL
Yarn Syndicate Ltd Partly Paidup,YARN
Yarn Syndicate Ltd,YAR
Yash Chemex Ltd,YAS
Yash Innoventures Ltd,RED
Yash Management & Satellite Ltd.,YASHM
Yash Optics & Lens Ltd,YASHO
Yash Trading and Finance Ltd,YAST
Yasho Industries Ltd,YASH
Yashraj Containeurs Ltd,YASHR
Yasons Chemex Care Ltd,YCC
Yatharth Hospital & Trauma Care Services Ltd,YAT
Yatra Online Ltd,YATR
Yes Bank Ltd,YESB
Yogi Infra Projects Ltd,YOGI
Yogi Ltd,PARSH
York Exports Ltd,YOR
Yudiz Solutions Ltd,YUD
Yug Decor Ltd,YUG
Yuken India Ltd,YUK
Yunik Managing Advisors Ltd,ESS
Yuranus Infrastructure Ltd,YUR
Z F Steering Gear (India) Ltd,ZFS
ZF Commercial Vehicle Control Systems India Ltd,WABC
ZIM Laboratories Ltd,ZIM
Zaggle Prepaid Ocean Services Ltd,ZAG
Zeal Aqua Ltd,ZEA
Zeal Global Services Ltd,ZEAL
Zee Entertainment Enterprises Ltd,ZEE
Zee Learn Ltd,ZEEE
Zee Media Corporation Ltd,ZEEN
Zen Technologies Ltd,ZETE
Zenith Drugs Ltd,ZENIH
Zenith Exports Ltd,ZENX
Zenith Fibres Ltd,ZENIF
Zenith Healthcare Ltd,ZENI
Zenith Steel Pipes & Industries Ltd,ZNTH
Zenlabs Ethica Ltd,ZENL
Zenotech Laboratories Ltd,ZEN
Zensar Technologies Ltd,ZENT
Zerodha Gold ETF,GOLDA
Zerodha Nifty 1D Rate Liquid ETF,LIQUI
Zinema Media and Entertainment Ltd,TRIV
Zodiac Clothing Company Ltd,ZCCL
Zodiac Energy Ltd,ZODA
Zodiac Ventures Ltd,ZOD
Zodiac-JRD-MKJ Ltd,ZODC
Zomato Ltd,ZOM
Zota Health Care Ltd,ZOTA
Zuari Agro Chemicals Ltd,ZUAR
Zuari Industries Ltd,ZURI
Zydus Lifesciences Ltd,CADI
Zydus Wellness Ltd,ZYDS
20 Microns Ltd,MICR
360 One Wam Ltd,IIFW
3B Blackbio DX Ltd,KIL
3M India Ltd,TMIN
3P Land Holdings Ltd,3PLA
3i Infotech Ltd,TIIN
3rd Rock Multimedia Ltd,RDR
52 Weeks Entertainment Ltd,SHAQ
5Paisa Capital Ltd,PAIS
63 Moons Technologies Ltd,63MO
7NR Retail Ltd,NR
